Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64,  0-3 Months,12
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64,  3-6 Months,9
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64,  6-9 Months,13
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64,  9-12 Months,6
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64, 12-15 Months,7
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64, 15-18 Months,2
31-01-2020,1802,Paed Orthopaedic,Day Case,Child,16-64,18+ Months,15
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15,  0-3 Months,145
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15,  3-6 Months,105
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15,  6-9 Months,57
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15,  9-12 Months,41
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15, 12-15 Months,47
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15, 15-18 Months,29
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,0-15,18+ Months,58
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64,  0-3 Months,10
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64,  3-6 Months,7
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64,  6-9 Months,3
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64,  9-12 Months,5
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64, 12-15 Months,9
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64, 15-18 Months,2
31-01-2020,1802,Paed Orthopaedic,Inpatient,Child,16-64,18+ Months,6
31-01-2020,1900,Paediatrics,Day Case,Child,0-15,  0-3 Months,12
31-01-2020,1900,Paediatrics,Day Case,Child,0-15,  3-6 Months,12
31-01-2020,1900,Paediatrics,Day Case,Child,0-15,  6-9 Months,6
31-01-2020,1900,Paediatrics,Day Case,Child,0-15,  9-12 Months,6
31-01-2020,1900,Paediatrics,Day Case,Child,0-15, 12-15 Months,4
31-01-2020,1900,Paediatrics,Day Case,Child,0-15, 15-18 Months,1
31-01-2020,1900,Paediatrics,Day Case,Child,0-15,18+ Months,4
31-01-2020,1900,Paediatrics,Inpatient,Child,0-15,  3-6 Months,2
31-01-2020,1900,Paediatrics,Inpatient,Child,0-15,  6-9 Months,1
31-01-2020,1900,Paediatrics,Inpatient,Child,0-15,  9-12 Months,1
31-01-2020,1900,Paediatrics,Inpatient,Child,0-15, 12-15 Months,1
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15,  0-3 Months,100
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15,  3-6 Months,81
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15,  6-9 Months,28
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15,  9-12 Months,19
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15, 12-15 Months,7
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15, 15-18 Months,12
31-01-2020,1902,Paed Cardiology,Day Case,Child,0-15,18+ Months,12
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64,  0-3 Months,2
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64,  3-6 Months,9
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64,  6-9 Months,2
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64,  9-12 Months,4
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64, 12-15 Months,1
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64, 15-18 Months,3
31-01-2020,1902,Paed Cardiology,Day Case,Child,16-64,18+ Months,1
31-01-2020,1902,Paed Cardiology,Inpatient,Child,0-15,  0-3 Months,1
31-01-2020,1902,Paed Cardiology,Inpatient,Child,16-64,  3-6 Months,1
31-01-2020,1902,Paed Cardiology,Inpatient,Child,16-64,  6-9 Months,1
31-01-2020,1902,Paed Cardiology,Inpatient,Child,16-64,18+ Months,1
31-01-2020,1905,Paed Endocrinology,Day Case,Child,0-15,  0-3 Months,6
31-01-2020,1905,Paed Endocrinology,Day Case,Child,0-15,  6-9 Months,4
31-01-2020,1905,Paed Endocrinology,Day Case,Child,0-15,  9-12 Months,1
31-01-2020,1905,Paed Endocrinology,Day Case,Child,0-15, 15-18 Months,1
31-01-2020,1905,Paed Endocrinology,Day Case,Child,16-64,  0-3 Months,2
31-01-2020,1905,Paed Endocrinology,Day Case,Child,16-64,  9-12 Months,1
31-01-2020,1905,Paed Endocrinology,Day Case,Child,16-64, 15-18 Months,1
31-01-2020,1905,Paed Endocrinology,Inpatient,Child,0-15,  3-6 Months,1
31-01-2020,1905,Paed Endocrinology,Inpatient,Child,0-15,  6-9 Months,2
31-01-2020,1905,Paed Endocrinology,Inpatient,Child,0-15,  9-12 Months,2
31-01-2020,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  0-3 Months,1
31-01-2020,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  3-6 Months,5
31-01-2020,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  6-9 Months,1
31-01-2020,1906,Paed Gastro-Enterol,Day Case,Child,0-15,  9-12 Months,2
31-01-2020,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  0-3 Months,2
31-01-2020,1906,Paed Gastro-Enterol,Inpatient,Child,0-15,  3-6 Months,1
31-01-2020,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  0-3 Months,2
31-01-2020,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  3-6 Months,4
31-01-2020,1910,Paed Metabolic Medicine,Inpatient,Child,0-15,  6-9 Months,4
31-01-2020,1910,Paed Metabolic Medicine,Inpatient,Child,0-15, 12-15 Months,1
31-01-2020,1911,Paed Nephrology,Day Case,Child,0-15, 12-15 Months,2
31-01-2020,1911,Paed Nephrology,Inpatient,Child,0-15,  0-3 Months,1
31-01-2020,1911,Paed Nephrology,Inpatient,Child,0-15, 15-18 Months,1
31-01-2020,1911,Paed Nephrology,Inpatient,Child,16-64,  3-6 Months,1
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  0-3 Months,13
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  3-6 Months,2
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,  6-9 Months,4
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15, 12-15 Months,3
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,0-15,18+ Months,1
31-01-2020,1912,Paediatric Respiratory Medicine,Day Case,Child,16-64,  3-6 Months,1
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  0-3 Months,158
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  3-6 Months,178
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  6-9 Months,140
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,  9-12 Months,62
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 12-15 Months,85
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15, 15-18 Months,40
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,0-15,18+ Months,23
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  0-3 Months,3
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  3-6 Months,12
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  6-9 Months,6
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,  9-12 Months,4
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 12-15 Months,4
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64, 15-18 Months,3
31-01-2020,1912,Paediatric Respiratory Medicine,Inpatient,Child,16-64,18+ Months,1
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,0-15,  0-3 Months,3
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,0-15,  3-6 Months,9
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,0-15,  6-9 Months,2
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,0-15,  9-12 Months,4
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,0-15, 12-15 Months,1
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,16-64,  6-9 Months,1
31-01-2020,1915,Paediatric Dermatology,Day Case,Child,16-64, 15-18 Months,1
31-01-2020,1915,Paediatric Dermatology,Inpatient,Child,0-15,  9-12 Months,1
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15,  0-3 Months,28
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15,  3-6 Months,19
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15,  6-9 Months,10
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15,  9-12 Months,7
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15, 12-15 Months,3
31-01-2020,2000,Plastic Surgery,Day Case,Child,0-15,18+ Months,3
31-01-2020,2000,Plastic Surgery,Day Case,Child,16-64,  0-3 Months,1
31-01-2020,2000,Plastic Surgery,Day Case,Child,16-64,18+ Months,2
31-01-2020,2000,Plastic Surgery,Inpatient,Child,0-15,  0-3 Months,6
31-01-2020,2000,Plastic Surgery,Inpatient,Child,0-15,  3-6 Months,2
31-01-2020,2000,Plastic Surgery,Inpatient,Child,0-15,  6-9 Months,6
31-01-2020,2000,Plastic Surgery,Inpatient,Child,0-15,  9-12 Months,6
31-01-2020,2000,Plastic Surgery,Inpatient,Child,0-15,18+ Months,1
31-01-2020,2003,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,3
31-01-2020,2003,Maxillo-Facial,Inpatient,Child,0-15,  3-6 Months,1
31-01-2020,2003,Maxillo-Facial,Inpatient,Child,0-15,18+ Months,1
31-01-2020,2202,Paediatric Radiology,Day Case,Child,0-15,  0-3 Months,3
31-01-2020,2202,Paediatric Radiology,Day Case,Child,0-15,  3-6 Months,3
31-01-2020,2202,Paediatric Radiology,Day Case,Child,0-15,  6-9 Months,3
31-01-2020,2202,Paediatric Radiology,Day Case,Child,0-15,  9-12 Months,4
31-01-2020,2500,Rheumatology,Day Case,Child,0-15,  0-3 Months,1
31-01-2020,2500,Rheumatology,Day Case,Child,0-15,  3-6 Months,5
31-01-2020,2500,Rheumatology,Day Case,Child,0-15,  6-9 Months,12
31-01-2020,2500,Rheumatology,Day Case,Child,0-15,  9-12 Months,5
31-01-2020,2500,Rheumatology,Day Case,Child,0-15, 12-15 Months,7
31-01-2020,2500,Rheumatology,Day Case,Child,0-15, 15-18 Months,4
31-01-2020,2500,Rheumatology,Day Case,Child,0-15,18+ Months,15
31-01-2020,2500,Rheumatology,Day Case,Child,16-64,  3-6 Months,1
31-01-2020,2500,Rheumatology,Day Case,Child,16-64,  6-9 Months,2
31-01-2020,2500,Rheumatology,Day Case,Child,16-64,  9-12 Months,2
31-01-2020,2500,Rheumatology,Day Case,Child,16-64, 12-15 Months,4
31-01-2020,2500,Rheumatology,Day Case,Child,16-64, 15-18 Months,3
31-01-2020,2500,Rheumatology,Day Case,Child,16-64,18+ Months,10
31-01-2020,2500,Rheumatology,Inpatient,Child,0-15,  0-3 Months,1
31-01-2020,2500,Rheumatology,Inpatient,Child,0-15,  9-12 Months,1
31-01-2020,2500,Rheumatology,Inpatient,Child,0-15,18+ Months,3
31-01-2020,2500,Rheumatology,Inpatient,Child,16-64, 15-18 Months,1
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15,  0-3 Months,82
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15,  3-6 Months,34
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15,  6-9 Months,43
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15,  9-12 Months,22
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15, 12-15 Months,10
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15, 15-18 Months,13
31-01-2020,7000,Dental Surgery,Day Case,Child,0-15,18+ Months,12
31-01-2020,7000,Dental Surgery,Day Case,Child,16-64,  0-3 Months,1
31-01-2020,7000,Dental Surgery,Day Case,Child,16-64,  6-9 Months,3
31-01-2020,7000,Dental Surgery,Day Case,Child,16-64,  9-12 Months,2
31-01-2020,7000,Dental Surgery,Day Case,Child,16-64, 12-15 Months,1
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15,  0-3 Months,2
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15,  3-6 Months,4
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15,  6-9 Months,1
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15,  9-12 Months,4
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15, 12-15 Months,2
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15, 15-18 Months,1
31-01-2020,7000,Dental Surgery,Inpatient,Child,0-15,18+ Months,3
31-01-2020,7000,Dental Surgery,Inpatient,Child,16-64,  9-12 Months,1
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15,  0-3 Months,68
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15,  3-6 Months,26
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15,  6-9 Months,16
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15,  9-12 Months,9
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15, 12-15 Months,6
31-01-2020,7200,Paediatric Surgery,Day Case,Child,0-15, 15-18 Months,3
31-01-2020,7200,Paediatric Surgery,Day Case,Child,16-64,  0-3 Months,3
31-01-2020,7200,Paediatric Surgery,Day Case,Child,16-64,  9-12 Months,1
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15,  0-3 Months,18
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15,  3-6 Months,16
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15,  6-9 Months,11
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15,  9-12 Months,2
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15, 12-15 Months,1
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,0-15, 15-18 Months,2
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,16-64,  0-3 Months,1
31-01-2020,7200,Paediatric Surgery,Inpatient,Child,16-64,  9-12 Months,1
31-01-2020,7600,Cardio-Thoracic Surgery,Day Case,Child,0-15,  0-3 Months,3
31-01-2020,7600,Cardio-Thoracic Surgery,Day Case,Child,0-15,  3-6 Months,6
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  0-3 Months,41
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  3-6 Months,35
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  6-9 Months,13
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15,  9-12 Months,2
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,0-15, 12-15 Months,2
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,16-64,  0-3 Months,3
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,16-64,  3-6 Months,1
31-01-2020,7600,Cardio-Thoracic Surgery,Inpatient,Child,16-64,  9-12 Months,1
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15,  0-3 Months,48
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15,  3-6 Months,44
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15,  6-9 Months,29
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15,  9-12 Months,19
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15, 12-15 Months,14
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15, 15-18 Months,4
31-01-2020,7803,Paediatric Urology,Day Case,Child,0-15,18+ Months,33
31-01-2020,7803,Paediatric Urology,Day Case,Child,16-64,  0-3 Months,2
31-01-2020,7803,Paediatric Urology,Day Case,Child,16-64,  9-12 Months,1
31-01-2020,7803,Paediatric Urology,Day Case,Child,16-64, 15-18 Months,1
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15,  0-3 Months,21
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15,  3-6 Months,14
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15,  6-9 Months,3
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15,  9-12 Months,4
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15, 15-18 Months,4
31-01-2020,7803,Paediatric Urology,Inpatient,Child,0-15,18+ Months,12
31-01-2020,7803,Paediatric Urology,Inpatient,Child,16-64,  3-6 Months,1
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15,  0-3 Months,45
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15,  3-6 Months,54
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15,  6-9 Months,100
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15,  9-12 Months,38
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15, 12-15 Months,41
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15, 15-18 Months,38
31-01-2020,7900,Clinical Immunology,Day Case,Child,0-15,18+ Months,160
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64,  0-3 Months,1
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64,  6-9 Months,1
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64,  9-12 Months,1
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64, 12-15 Months,3
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64, 15-18 Months,1
31-01-2020,7900,Clinical Immunology,Day Case,Child,16-64,18+ Months,17
31-01-2020,7900,Clinical Immunology,Inpatient,Child,0-15,  0-3 Months,2
31-01-2020,7900,Clinical Immunology,Inpatient,Child,0-15, 12-15 Months,2
31-01-2020,7900,Clinical Immunology,Inpatient,Child,0-15, 15-18 Months,1
31-01-2020,7900,Clinical Immunology,Inpatient,Child,0-15,18+ Months,4
31-01-2020,7900,Clinical Immunology,Inpatient,Child,16-64,18+ Months,1
31-01-2020,8800,Immunology,Day Case,Child,0-15,  0-3 Months,15
31-01-2020,8800,Immunology,Day Case,Child,0-15,  3-6 Months,15
31-01-2020,8800,Immunology,Day Case,Child,0-15,  6-9 Months,17
31-01-2020,8800,Immunology,Day Case,Child,0-15,  9-12 Months,26
31-01-2020,8800,Immunology,Day Case,Child,0-15, 12-15 Months,13
31-01-2020,8800,Immunology,Day Case,Child,0-15, 15-18 Months,15
31-01-2020,8800,Immunology,Day Case,Child,0-15,18+ Months,88
31-01-2020,8800,Immunology,Day Case,Child,16-64,  3-6 Months,3
31-01-2020,8800,Immunology,Day Case,Child,16-64,18+ Months,5
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,104
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,28
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,5
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,2
31-01-2020,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,2
31-01-2020,2600,General Surgery,Day Case,Adult,16-64, 15-18 Months,3
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,33
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,12
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,1
31-01-2020,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,2
31-01-2020,5000,General Medicine,Day Case,Adult,16-64,  0-3 Months,1
31-01-2020,5000,General Medicine,Day Case,Adult,16-64,  3-6 Months,1
31-01-2020,5000,General Medicine,Day Case,Adult,16-64,  6-9 Months,1
31-01-2020,5000,General Medicine,Day Case,Adult,16-64,  9-12 Months,1
31-01-2020,5000,General Medicine,Day Case,Adult,65+,  0-3 Months,4
31-01-2020,5000,General Medicine,Day Case,Adult,65+,  3-6 Months,1
31-01-2020,5000,General Medicine,Day Case,Adult,65+,  9-12 Months,1
31-01-2020,7800,Urology,Day Case,Adult,16-64,  0-3 Months,4
31-01-2020,7800,Urology,Day Case,Adult,16-64,  6-9 Months,1
31-01-2020,0,Small Volume Specialities,Day Case,Adult,16-64,  6-9 Months,1
31-01-2020,0,Small Volume Specialities,Day Case,Adult,65+,  6-9 Months,1
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64,  0-3 Months,30
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64,  3-6 Months,10
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64,  6-9 Months,6
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64,  9-12 Months,18
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64, 12-15 Months,5
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64, 15-18 Months,5
31-01-2020,1503,Gynaecology,Day Case,Adult,16-64,18+ Months,1
31-01-2020,1503,Gynaecology,Day Case,Adult,65+, 15-18 Months,1
31-01-2020,1503,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,2
31-01-2020,1503,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1
31-01-2020,1503,Gynaecology,Inpatient,Adult,65+, 12-15 Months,1
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  0-3 Months,48
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  3-6 Months,11
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  6-9 Months,13
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,  9-12 Months,10
31-01-2020,2600,General Surgery,Day Case,Adult,16-64, 12-15 Months,7
31-01-2020,2600,General Surgery,Day Case,Adult,16-64,18+ Months,2
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  0-3 Months,7
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  3-6 Months,4
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  6-9 Months,2
31-01-2020,2600,General Surgery,Day Case,Adult,65+,  9-12 Months,4
31-01-2020,2600,General Surgery,Day Case,Adult,65+, 12-15 Months,1
31-01-2020,2600,General Surgery,Day Case,Child,0-15,  0-3 Months,4
31-01-2020,2600,General Surgery,Inpatient,Adult,16-64,  0-3 Months,4
31-01-2020,2600,General Surgery,Inpatient,Adult,16-64,  3-6 Months,1
